Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,fifa_matched_club,fifa_player_match_long,fifa_player_match_score_long,fifa_player_match_short,fifa_player_match_score_short,Best_Match,Best_Match_Column,player_id,short_name,long_name,player_positions,age,height_cm,weight_kg,league_name,club_name,club_jersey_number,nationality_name,preferred_foot,player_face_url,pace
1505,Jon Magunacelaya,ESP,MFFW,Real Sociedad,La Liga,22,2000,2,0,65,0.7,0,1.0,1.0,100.0,0.0,0.0,10.8,0.0,0.0,0.0,11.4,22.9,50.0,214.3,80.0,5.71,14.3,40.0,4.29,5.71,75.0,1.43,1.43,100.0,0.0,2.86,0.0,0.0,0.0,0.0,22.9,21.4,1.43,1.43,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,11.4,0.0,1.43,5.71,4.29,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,1.43,0.0,1.43,0.0,1.43,0.0,0.0,0.0,0.0,1.43,1.43,0.0,40.0,1.43,12.9,5.71,21.4,2.86,40.0,1.43,1.43,100.0,0.0,0.0,25.7,158.6,100.0,2.86,1.43,0.0,4.29,0.0,21.4,4.29,0.0,0.0,0.0,1.43,1.43,0.0,2.86,0.0,0.0,0.0,0.0,5.71,0.0,2.86,0.0,Real Sociedad,Jon Ander Olasagasti Imizcoz,86,Ayesa,68,Jon Ander Olasagasti Imizcoz,long_name,262500.0,Olasagasti,Jon Ander Olasagasti Imizcoz,"CM, CM",21.0,176.0,74.0,La Liga,Real Sociedad,31.0,Spain,Left,https://cdn.sofifa.net/players/262/500/23_120.png,62.0
1506,Riyad Mahrez,ALG,FWMF,Manchester City,Premier League,31,1991,16,10,898,10.0,4,24.0,9.0,37.5,1.7,4.39,15.6,0.1,0.0,0.0,47.9,56.8,84.3,792.4,155.0,25.7,28.4,90.5,16.8,19.3,87.0,4.7,7.1,66.2,3.0,2.3,2.2,2.4,0.6,4.6,56.8,50.1,6.7,1.8,0.5,0.6,4.4,2.2,2.7,1.5,0.6,0.0,47.9,0.0,1.0,5.7,4.0,0.6,0.3,0.5,0.2,0.1,1.1,0.7,0.0,0.1,0.2,0.0,0.1,1.1,0.5,0.0,0.5,0.6,0.7,1.5,46.7,0.8,1.2,0.0,1.2,0.4,1.5,0.2,0.0,67.3,0.3,3.9,24.3,39.7,5.7,67.3,3.2,1.0,31.3,1.2,37.5,45.0,242.4,108.0,3.4,2.6,1.9,1.6,1.0,50.9,12.8,0.2,0.0,0.0,0.7,1.7,0.3,4.4,0.5,0.0,0.0,0.0,4.1,0.3,0.8,27.3,Manchester City,Riyad Mahrez,100,R. Mahrez,82,Riyad Mahrez,long_name,204485.0,R. Mahrez,Riyad Mahrez,"RW, RW",31.0,179.0,67.0,Premier League,Manchester City,26.0,Algeria,Left,https://cdn.sofifa.net/players/204/485/23_120.png,80.0
1507,Arne Maier,GER,MF,Augsburg,Bundesliga,24,1999,16,11,923,10.3,1,14.0,3.0,21.4,0.72,3.38,22.8,0.29,0.0,0.0,23.4,34.1,68.7,389.1,126.2,11.9,14.7,81.5,8.45,11.6,73.1,2.23,4.37,51.1,0.0,1.36,2.14,0.58,0.0,3.3,34.1,30.1,3.79,1.46,0.29,0.1,3.11,0.39,1.65,0.68,0.87,0.0,23.4,0.19,1.55,2.43,1.36,0.49,0.0,0.1,0.19,0.29,0.1,0.0,0.0,0.0,0.0,0.0,0.1,1.46,0.87,0.78,0.49,0.19,0.58,0.78,75.0,0.19,1.26,0.0,1.26,0.58,2.04,0.78,0.0,43.3,0.78,7.96,19.9,15.8,2.04,43.3,1.46,0.58,40.0,0.68,46.7,21.5,125.4,52.0,1.36,0.97,0.68,1.75,1.75,25.1,3.69,0.1,0.0,0.0,0.97,0.68,0.0,3.11,0.87,0.0,0.0,0.0,5.44,0.49,0.87,35.7,FC Augsburg,Arne Maier,100,A. Maier,79,Arne Maier,long_name,237629.0,A. Maier,Arne Maier,"CM, CM",23.0,186.0,79.0,Bundesliga,FC Augsburg,10.0,Germany,Right,https://cdn.sofifa.net/players/237/629/23_120.png,70.0
1508,Mike Maignan,FRA,GK,Milan,Serie A,27,1995,7,7,630,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,34.4,77.2,723.7,463.6,4.57,4.57,100.0,13.0,13.1,98.9,8.86,16.1,54.9,0.0,0.0,1.0,0.0,0.0,0.0,34.4,30.4,3.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,0.43,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.29,0.0,36.6,28.6,36.6,0.0,0.0,0.0,36.6,0.0,0.0,0.0,0.0,0.0,26.9,141.1,95.9,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.14,0.0,100.0,Milan,Mike Maignan,100,M. Maignan,84,Mike Maignan,long_name,215698.0,M. Maignan,Mike Maignan,GK,26.0,191.0,89.0,Serie A,Milan,16.0,France,Right,https://cdn.sofifa.net/players/215/698/23_120.png,
1509,Linton Maina,GER,FWMF,Köln,Bundesliga,23,1999,18,13,1101,12.2,2,23.0,8.0,34.8,1.1,3.06,14.9,0.0,0.0,0.0,17.3,25.4,68.1,266.0,67.0,9.59,11.9,80.7,5.98,7.87,76.0,1.15,2.62,43.8,5.0,1.56,1.48,0.98,0.49,2.7,25.4,23.9,1.48,0.0,0.0,0.0,2.7,0.66,0.66,0.33,0.25,0.0,17.3,0.0,2.05,3.03,2.3,0.16,0.25,0.33,0.0,0.0,0.49,0.33,0.0,0.16,0.0,0.0,0.0,0.98,0.66,0.25,0.66,0.08,0.41,0.9,45.5,0.49,0.49,0.0,0.49,0.25,1.23,0.49,0.0,36.1,0.66,3.44,13.1,20.1,4.18,36.1,1.97,0.57,29.2,1.31,66.7,22.1,171.3,84.3,3.2,1.23,1.56,2.54,0.98,23.5,7.62,0.0,0.0,0.0,0.9,0.98,0.9,2.7,0.66,0.0,0.0,0.0,4.26,0.08,0.9,8.3,FC Köln,Linton Maina,100,L. Maina,86,Linton Maina,long_name,242997.0,L. Maina,Linton Maina,"LW, RW, ST",23.0,173.0,70.0,Bundesliga,FC Köln,37.0,Germany,Right,https://cdn.sofifa.net/players/242/997/23_120.png,91.0
1510,Ainsley Maitland-Niles,ENG,MFDF,Southampton,Premier League,25,1997,11,6,634,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,42.4,81.5,571.3,192.0,16.9,19.4,86.8,13.4,15.6,86.2,3.43,5.43,63.2,0.0,0.86,4.0,0.86,0.43,3.86,42.4,39.6,2.86,0.29,0.14,0.29,0.86,2.57,0.0,0.0,0.0,0.0,34.6,0.0,0.57,1.71,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,1.57,1.0,1.57,0.14,1.57,2.0,78.6,0.43,1.71,0.14,1.57,1.29,4.0,2.43,0.0,54.1,4.0,17.6,28.3,9.0,0.57,54.1,0.57,0.57,100.0,0.0,0.0,22.0,112.3,46.9,0.57,0.57,0.14,0.86,0.71,30.4,1.29,0.43,0.0,0.0,0.57,0.57,0.0,0.86,1.57,0.0,0.0,0.0,5.71,1.0,0.86,53.8,Southampton,Ainsley Maitland-Niles,100,A. Maitland-Niles,88,Ainsley Maitland-Niles,long_name,225782.0,A. Maitland-Niles,Ainsley Maitland-Niles,"RB, CM, RB",24.0,177.0,71.0,Premier League,Southampton,3.0,England,Right,https://cdn.sofifa.net/players/225/782/23_120.png,78.0
1511,Lovro Majer,CRO,MFFW,Rennes,Ligue 1,25,1998,17,9,801,8.9,1,16.0,3.0,18.8,0.0,0.0,22.9,0.45,0.11,0.11,43.9,55.3,79.5,747.4,189.0,19.3,23.1,83.5,18.3,20.9,87.6,4.38,7.08,61.9,2.0,2.02,4.83,2.25,0.67,7.87,55.3,51.0,3.82,1.46,0.0,0.0,4.38,0.45,1.91,0.79,0.56,0.0,43.9,0.45,2.58,3.82,2.25,0.56,0.11,0.34,0.45,0.11,0.34,0.11,0.22,0.0,0.0,0.0,0.0,2.02,0.79,0.9,0.79,0.34,0.34,1.24,27.3,0.9,1.12,0.0,1.12,1.57,3.6,0.45,0.11,67.2,1.01,7.64,31.2,29.6,2.7,67.1,2.7,1.24,45.8,1.24,45.8,52.1,351.6,167.1,2.92,3.71,0.22,2.7,1.57,47.5,6.29,0.22,0.0,0.0,2.81,1.69,0.0,4.38,0.79,0.0,0.0,0.0,7.53,0.11,0.22,33.3,Rennes,Lovro Majer,100,L. Majer,79,Lovro Majer,long_name,244261.0,L. Majer,Lovro Majer,CM,24.0,178.0,76.0,Ligue 1,Rennes,21.0,Croatia,Left,https://cdn.sofifa.net/players/244/261/23_120.png,69.0
1512,Jean-Victor Makengo,FRA,MF,Udinese,Serie A,24,1998,16,11,805,8.9,0,7.0,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,29.7,35.5,83.5,417.8,99.3,18.8,20.2,92.8,8.88,10.8,82.3,1.01,1.46,69.2,1.0,0.56,2.13,0.67,0.11,4.04,35.5,35.4,0.11,0.11,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,29.7,0.0,1.01,1.46,1.24,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,1.8,1.46,0.79,0.79,0.22,0.56,0.9,62.5,0.34,0.9,0.22,0.67,1.01,2.81,0.34,0.0,44.2,1.24,7.19,25.1,12.6,0.67,44.2,1.57,1.12,71.4,0.11,7.1,29.0,170.1,77.1,2.02,1.91,0.0,1.69,1.24,32.6,3.48,0.22,0.0,0.0,1.01,1.46,0.0,0.67,1.46,0.0,0.0,0.0,4.38,0.56,0.11,83.3,Udinese,Jean-Victor Makengo,100,J. Makengo,86,Jean-Victor Makengo,long_name,230686.0,J. Makengo,Jean-Victor Makengo,"CM, CM",24.0,177.0,75.0,Serie A,Udinese,6.0,France,Left,https://cdn.sofifa.net/players/230/686/23_120.png,66.0
1514,Béni Makouana,CGO,FWMF,Montpellier,Ligue 1,20,2002,8,1,198,2.2,0,6.0,1.0,16.7,0.0,0.0,13.9,0.0,0.0,0.0,6.82,17.3,39.5,66.4,19.5,4.55,9.09,50.0,0.91,4.55,20.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.0,0.91,17.3,16.8,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,6.82,0.45,1.36,0.91,0.45,0.0,0.0,0.0,0.45,0.0,0.45,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.0,0.0,0.45,0.0,0.0,0.91,0.0,0.91,1.36,0.45,0.91,0.0,0.45,0.45,0.0,30.5,0.91,2.73,12.7,16.4,5.0,30.5,4.09,0.91,22.2,3.18,77.8,22.3,192.7,82.3,4.09,1.82,0.0,1.82,2.27,20.9,7.73,0.45,0.0,0.0,1.36,0.45,0.0,2.73,0.0,0.45,0.0,0.0,4.55,1.36,3.18,30.0,Montpellier,Béni Makouana,100,B. Makouana,87,Béni Makouana,long_name,263014.0,B. Makouana,Béni Makouana,"RW, ST",19.0,181.0,73.0,Ligue 1,Montpellier,28.0,Congo,Right,https://cdn.sofifa.net/players/263/014/23_120.png,82.0
1515,Nemanja Maksimovi?,SRB,MF,Getafe,La Liga,28,1995,12,10,711,7.9,0,4.0,1.0,25.0,0.0,0.0,18.8,0.0,0.0,0.0,20.0,24.6,81.4,307.3,48.6,9.49,11.6,81.5,8.35,9.62,86.8,0.89,1.77,50.0,0.0,0.38,0.89,0.13,0.13,1.65,24.6,23.5,1.01,0.0,0.0,0.0,0.51,0.0,0.13,0.0,0.0,0.0,20.0,0.0,0.13,0.63,0.51,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.51,0.63,0.76,0.25,0.63,1.14,55.6,0.51,2.15,1.14,1.01,1.27,2.91,1.01,0.0,35.2,1.65,9.37,19.7,6.46,1.01,35.2,0.25,0.0,0.0,0.25,100.0,16.3,71.0,34.6,0.51,1.01,0.13,1.01,0.51,18.2,1.52,0.0,0.0,0.0,0.63,0.63,0.0,0.51,0.51,0.0,0.0,0.0,3.67,1.01,0.76,57.1,Getafe,Nemanja Maksimović,97,N. Maksimović,73,Nemanja Maksimović,long_name,239433.0,N. Maksimović,Nemanja Maksimović,"CM, CM",27.0,189.0,78.0,La Liga,Getafe,20.0,Serbia,Right,https://cdn.sofifa.net/players/239/433/23_120.png,51.0
1516,Tyrell Malacia,NED,DF,Manchester Utd,Premier League,23,1999,13,9,845,9.4,0,3.0,1.0,33.3,0.0,0.0,20.7,0.0,0.0,0.0,39.5,47.6,83.0,550.6,172.0,26.3,28.4,92.5,10.0,12.2,81.7,1.81,3.72,48.6,0.0,0.11,2.55,0.21,0.0,2.87,47.6,38.9,8.51,0.53,0.0,0.21,1.38,7.77,0.21,0.21,0.0,0.0,39.5,0.11,1.28,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,1.81,2.02,0.53,0.11,0.74,1.6,46.7,0.85,0.96,0.21,0.74,1.6,4.26,3.62,0.0,60.0,3.72,22.7,23.9,13.9,0.74,60.0,1.06,0.21,20.0,0.85,80.0,28.1,143.8,73.7,1.49,1.28,0.11,1.28,0.32,32.1,2.13,0.32,0.0,0.0,2.23,0.85,0.11,1.38,1.81,0.0,0.0,0.0,5.53,0.53,0.32,62.5,Manchester United,Tyrell Malacia,100,T. Malacia,84,Tyrell Malacia,long_name,238041.0,T. Malacia,Tyrell Malacia,LB,22.0,169.0,67.0,Premier League,Manchester United,12.0,Netherlands,Left,https://cdn.sofifa.net/players/238/041/23_120.png,85.0
1518,Daniel Maldini,ITA,FWMF,Spezia,Serie A,21,2001,9,1,322,3.6,1,7.0,4.0,57.1,0.5,0.89,16.8,0.0,0.0,0.0,21.1,29.2,72.4,282.8,53.1,11.7,14.4,80.8,6.11,7.78,78.6,1.11,2.78,40.0,0.0,0.28,1.67,0.83,0.28,1.11,29.2,26.4,2.78,0.28,0.0,0.0,1.67,0.0,1.11,1.11,0.0,0.0,21.1,0.0,0.83,2.78,1.67,0.0,0.28,0.28,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.56,0.0,0.83,1.11,0.83,1.39,60.0,0.56,1.11,0.0,1.11,0.28,2.22,1.67,0.0,43.3,1.67,5.56,19.7,18.3,2.78,43.3,3.06,1.11,36.4,1.67,54.5,22.2,132.2,58.1,1.94,1.67,0.56,3.33,0.56,26.7,5.83,0.0,0.0,0.0,1.39,2.22,0.0,1.67,0.56,0.0,0.0,0.0,4.44,1.39,2.78,33.3,Spezia,Daniel Maldini,100,D. Maldini,84,Daniel Maldini,long_name,255611.0,D. Maldini,Daniel Maldini,CM,20.0,185.0,66.0,Serie A,Spezia,30.0,Italy,Right,https://cdn.sofifa.net/players/255/611/23_120.png,67.0
1520,Youssef Maleh,ITA,MF,Lecce,Serie A,24,1998,5,2,177,2.0,0,3.0,0.0,0.0,0.0,0.0,22.6,0.0,0.0,0.0,17.5,25.0,70.0,244.0,57.0,11.5,14.0,82.1,5.5,8.0,68.8,0.5,1.5,33.3,0.0,0.5,2.0,0.5,0.0,2.5,25.0,24.0,1.0,0.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,17.5,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,1.0,1.5,1.5,100.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,0.0,40.0,2.0,12.5,15.0,12.5,1.5,40.0,0.5,0.0,0.0,0.5,100.0,16.5,59.0,19.0,1.0,0.5,0.5,1.0,1.5,18.5,3.0,1.0,0.0,0.0,4.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,6.5,2.5,1.0,71.4,Lecce,Youssef Maleh,100,Y. Maleh,86,Youssef Maleh,long_name,236838.0,Y. Maleh,Youssef Maleh,CM,23.0,177.0,74.0,Serie A,Lecce,32.0,Morocco,Left,https://cdn.sofifa.net/players/236/838/23_120.png,68.0
1521,Donyell Malen,NED,FW,Dortmund,Bundesliga,24,1999,13,11,821,9.1,0,24.0,12.0,50.0,0.0,0.0,16.5,0.11,0.0,0.0,23.0,31.5,72.8,327.9,83.2,12.9,15.2,84.8,6.7,9.23,72.6,1.65,3.63,45.5,1.0,1.65,1.65,1.1,0.44,1.98,31.5,28.6,2.75,0.11,0.0,0.22,4.07,0.44,2.2,1.54,0.55,0.0,23.0,0.22,0.99,3.74,2.2,0.66,0.44,0.11,0.33,0.0,0.44,0.22,0.0,0.11,0.0,0.11,0.0,0.55,0.22,0.22,0.22,0.11,0.11,0.33,33.3,0.22,0.99,0.0,0.99,0.44,0.99,0.55,0.0,44.1,0.66,4.07,16.9,24.0,4.62,44.1,3.63,1.21,33.3,1.87,51.5,30.9,186.7,96.7,3.96,1.87,1.65,2.42,2.64,35.2,9.23,0.0,0.0,0.0,0.88,1.76,0.22,4.07,0.22,0.11,0.0,0.0,2.97,0.55,0.66,45.5,Borussia Dortmund,Donyell Malen,100,D. Malen,86,Donyell Malen,long_name,231447.0,D. Malen,Donyell Malen,"ST, LW",23.0,178.0,77.0,Bundesliga,Borussia Dortmund,21.0,Netherlands,Right,https://cdn.sofifa.net/players/231/447/23_120.png,89.0
1524,Hugo Mallo,ESP,DF,Celta Vigo,La Liga,31,1991,15,15,1203,13.4,0,12.0,4.0,33.3,0.0,0.0,12.7,0.0,0.0,0.0,42.0,54.6,77.0,663.1,277.4,21.0,23.1,91.3,16.9,21.6,78.3,2.61,5.37,48.6,0.0,0.45,2.76,1.04,0.52,2.69,54.6,45.7,8.58,1.04,0.0,0.15,2.99,7.54,0.0,0.0,0.0,0.0,42.0,0.3,1.42,2.01,1.49,0.3,0.07,0.15,0.0,0.0,0.22,0.15,0.07,0.0,0.0,0.0,0.0,2.09,0.97,1.27,0.6,0.22,1.19,1.72,69.6,0.52,1.04,0.07,0.97,0.67,2.76,2.61,0.0,65.7,3.21,19.8,28.9,17.2,1.79,65.7,0.9,0.22,25.0,0.45,50.0,32.2,140.7,63.3,1.64,1.04,0.07,1.04,0.3,40.1,5.3,0.22,0.0,0.0,2.24,0.97,0.3,2.99,0.97,0.0,0.07,0.0,4.4,2.01,1.19,62.8,Celta de Vigo,Hugo Mallo Novegil,90,Hugo Mallo,100,Hugo Mallo,short_name,194229.0,Hugo Mallo,Hugo Mallo Novegil,RB,31.0,173.0,69.0,La Liga,Celta de Vigo,2.0,Spain,Right,https://cdn.sofifa.net/players/194/229/23_120.png,64.0
1526,Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,22,2000,21,21,1890,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,30.2,76.0,588.3,414.6,5.43,5.43,100.0,11.4,11.5,99.2,5.95,13.0,46.0,0.0,0.0,0.19,0.0,0.0,0.05,30.2,21.8,8.29,2.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.1,0.05,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.38,0.05,33.2,28.2,32.4,0.9,0.0,0.0,33.2,0.0,0.0,0.0,0.0,0.0,17.8,82.1,48.3,0.0,0.0,0.0,0.0,0.05,14.8,0.0,0.05,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.05,0.0,1.71,0.14,0.05,75.0,Valencia,Giorgi Mamardashvili,100,G. Mamardashvili,88,Giorgi Mamardashvili,long_name,262621.0,G. Mamardashvili,Giorgi Mamardashvili,GK,21.0,199.0,88.0,La Liga,Valencia,25.0,Georgia,Left,https://cdn.sofifa.net/players/262/621/23_120.png,
1527,Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,23,1999,2,0,15,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,80.0,730.0,65.0,15.0,15.0,100.0,20.0,30.0,66.7,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,5.0,5.0,35.0,25.0,0.0,65.0,5.0,5.0,100.0,0.0,0.0,50.0,365.0,180.0,10.0,10.0,0.0,5.0,5.0,45.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,50.0,Brest,Hiang'a Mananga Mbock,98,H. Mbock,86,Hiang'a Mananga Mbock,long_name,251974.0,H. Mbock,Hiang'a Mananga Mbock,"CM, CM",22.0,186.0,82.0,Ligue 1,Brest,28.0,France,Right,https://cdn.sofifa.net/players/251/974/23_120.png,58.0
1528,Gianluca Mancini,ITA,DF,Roma,Serie A,26,1996,22,22,1821,20.2,0,13.0,2.0,15.4,0.0,0.0,13.3,0.0,0.0,0.0,42.4,51.9,81.7,816.6,296.3,15.7,17.3,90.6,20.7,23.1,89.5,5.45,10.0,54.5,1.0,0.5,3.12,0.45,0.15,2.43,51.9,49.2,2.43,2.13,0.05,0.69,0.74,0.2,0.0,0.0,0.0,0.0,42.4,0.3,0.4,1.19,0.94,0.05,0.0,0.15,0.05,0.0,0.1,0.05,0.0,0.0,0.0,0.05,0.0,1.49,0.69,1.14,0.3,0.05,0.64,0.89,72.2,0.25,0.99,0.4,0.59,1.68,3.17,2.13,0.0,59.6,6.83,29.9,27.1,3.12,0.79,59.6,0.4,0.15,37.5,0.15,37.5,36.2,166.8,103.4,0.45,0.4,0.0,0.4,0.25,42.8,0.54,0.2,0.0,0.0,1.19,0.84,0.05,0.74,0.69,0.0,0.0,0.0,3.51,1.93,1.04,65.0,Roma,Gianluca Mancini,100,G. Mancini,86,Gianluca Mancini,long_name,229582.0,G. Mancini,Gianluca Mancini,CB,26.0,190.0,77.0,Serie A,Roma,23.0,Italy,Right,https://cdn.sofifa.net/players/229/582/23_120.png,67.0
1529,Steve Mandanda,FRA,GK,Rennes,Ligue 1,37,1985,20,20,1755,19.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,33.4,72.2,693.1,489.4,4.05,4.15,97.5,11.0,11.2,98.2,8.97,17.8,50.4,1.0,0.05,0.36,0.0,0.0,0.0,33.4,24.5,8.82,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,0.1,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.1,34.9,25.5,34.5,0.46,0.0,0.0,34.9,0.05,0.05,100.0,0.0,0.0,24.6,107.7,65.8,0.0,0.0,0.0,0.1,0.0,17.5,0.0,0.05,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.05,0.0,1.64,0.15,0.0,100.0,Rennes,Steve Mandanda,100,R. Mandanda,85,Steve Mandanda,long_name,163705.0,S. Mandanda,Steve Mandanda,GK,37.0,187.0,82.0,Ligue 1,Rennes,30.0,France,Right,https://cdn.sofifa.net/players/163/705/23_120.png,
1530,Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,29,1994,19,19,1655,18.4,0,6.0,0.0,0.0,0.0,0.0,22.7,0.0,0.0,0.0,45.4,52.8,86.0,650.8,256.3,27.0,28.8,93.6,14.8,17.0,87.2,1.85,4.02,45.9,0.0,0.49,2.45,0.33,0.16,3.37,52.8,46.7,6.09,1.25,0.0,0.16,0.76,4.84,0.0,0.0,0.0,0.0,45.4,0.05,0.92,1.14,1.03,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,2.93,2.01,2.07,0.87,0.0,1.63,2.01,81.1,0.38,1.3,0.54,0.76,1.3,4.24,2.99,0.0,64.0,5.16,24.7,32.4,7.12,0.82,64.0,1.09,0.16,15.0,0.65,60.0,35.7,165.3,95.5,1.52,0.98,0.43,0.92,0.49,38.6,2.23,0.16,0.0,0.0,1.74,1.41,0.0,0.76,2.01,0.0,0.0,0.0,6.09,1.41,1.03,57.8,Atlético Madrid,Reinildo Isnard Mandava,95,Reinildo,90,Reinildo Isnard Mandava,long_name,236045.0,Reinildo,Reinildo Isnard Mandava,"LB, CB",28.0,180.0,73.0,La Liga,Atlético Madrid,23.0,Mozambique,Left,https://cdn.sofifa.net/players/236/045/23_120.png,84.0
